1, 4, 2, 3
2, 5, 3, 4
3, 6, 4, 5
4, 7, 5, 6
5, 8, 6, 7
6, 9, 7, 8
7, 10, 8, 9
8, 11, 9, 10
9, 12, 10, 11
10, 13, 11, 12
11, 14, 12, 13
12, 15, 13, 14
13, 16, 14, 15
14, 17, 15, 16
15, 18, 16, 17
16, 19, 17, 18
17, 20, 18, 19
18, 21, 19, 20
19, 22, 20, 21
20, 23, 21, 22
21, 24, 22, 23
22, 25, 23, 24
23, 26, 24, 25
24, 27, 25, 26
25, 28, 26, 27
26, 29, 27, 28
27, 30, 28, 29
28, 31, 29, 30
29, 32, 30, 31
1, 7, 3, 5
2, 8, 4, 6
3, 9, 5, 7
4, 10, 6, 8
5, 11, 7, 9
6, 12, 8, 10
7, 13, 9, 11
8, 14, 10, 12
9, 15, 11, 13
10, 16, 12, 14
11, 17, 13, 15
12, 18, 14, 16
13, 19, 15, 17
14, 20, 16, 18
15, 21, 17, 19
16, 22, 18, 20
17, 23, 19, 21
18, 24, 20, 22
19, 25, 21, 23
20, 26, 22, 24
21, 27, 23, 25
22, 28, 24, 26
23, 29, 25, 27
24, 30, 26, 28
25, 31, 27, 29
26, 32, 28, 30
1, 10, 4, 7
2, 11, 5, 8
3, 12, 6, 9
4, 13, 7, 10
5, 14, 8, 11
6, 15, 9, 12
7, 16, 10, 13
8, 17, 11, 14
9, 18, 12, 15
10, 19, 13, 16
11, 20, 14, 17
12, 21, 15, 18
13, 22, 16, 19
14, 23, 17, 20
15, 24, 18, 21
16, 25, 19, 22
17, 26, 20, 23
18, 27, 21, 24
19, 28, 22, 25
20, 29, 23, 26
21, 30, 24, 27
22, 31, 25, 28
23, 32, 26, 29
1, 13, 5, 9
2, 14, 6, 10
3, 15, 7, 11
4, 16, 8, 12
5, 17, 9, 13
6, 18, 10, 14
7, 19, 11, 15
8, 20, 12, 16
9, 21, 13, 17
10, 22, 14, 18
11, 23, 15, 19
12, 24, 16, 20
13, 25, 17, 21
14, 26, 18, 22
15, 27, 19, 23
16, 28, 20, 24
17, 29, 21, 25
18, 30, 22, 26
19, 31, 23, 27
20, 32, 24, 28
1, 16, 6, 11
2, 17, 7, 12
3, 18, 8, 13
4, 19, 9, 14
5, 20, 10, 15
6, 21, 11, 16
7, 22, 12, 17
8, 23, 13, 18
9, 24, 14, 19
10, 25, 15, 20
11, 26, 16, 21
12, 27, 17, 22
13, 28, 18, 23
14, 29, 19, 24
15, 30, 20, 25
16, 31, 21, 26
17, 32, 22, 27
1, 19, 7, 13
2, 20, 8, 14
3, 21, 9, 15
4, 22, 10, 16
5, 23, 11, 17
6, 24, 12, 18
7, 25, 13, 19
8, 26, 14, 20
9, 27, 15, 21
10, 28, 16, 22
11, 29, 17, 23
12, 30, 18, 24
13, 31, 19, 25
14, 32, 20, 26
1, 22, 8, 15
2, 23, 9, 16
3, 24, 10, 17
4, 25, 11, 18
5, 26, 12, 19
6, 27, 13, 20
7, 28, 14, 21
8, 29, 15, 22
9, 30, 16, 23
10, 31, 17, 24
11, 32, 18, 25
1, 25, 9, 17
2, 26, 10, 18
3, 27, 11, 19
4, 28, 12, 20
5, 29, 13, 21
6, 30, 14, 22
7, 31, 15, 23
8, 32, 16, 24
1, 28, 10, 19
2, 29, 11, 20
3, 30, 12, 21
4, 31, 13, 22
5, 32, 14, 23
1, 31, 11, 21
2, 32, 12, 22
