101,75,68.42,94.44
102,75,56.21,93.83
103,75,43.76,94.12
104,75,32.01,93.76
105,75,19.28,93.86
106,75,7.16,93.47
107,75,68.7,53.86
108,75,56.73,54.01
109,75,44.86,53.73
110,75,33.32,53.94
111,75,20.75,54.07
112,75,8.65000000000001,54.22
113,75,68.78,15.22
114,75,56.69,15.38
115,75,45.12,15.46
116,75,33.27,16.03
117,75,21.38,16.09
118,75,9.83,16.5
1,0,6.68000000000001,84.21
2,0,18.77,83.91
3,0,30.9,84.04
4,0,41.87,84.07
5,0,54.74,83.64
6,0,66.92,83.92
7,0,6.81,64.34
8,0,18.76,64.1
9,0,30.85,64.07
10,0,42.12,64.26
11,0,54.6,64.3
12,0,66.92,64.36
13,0,6.47,25.6
14,0,19.16,25.48
15,0,30.97,25.52
16,0,42.27,25.55
17,0,54.86,25.56
18,0,67.09,25.61
19,0,6.81,5.7
20,0,18.89,6.14
21,0,31.29,5.89
22,0,41.74,6.49
23,0,54.88,5.84
24,0,67.07,6.59
